NAICS_TITLE,OCC_TITLE,TOT_EMP,A_MEAN,year
General Medical and Surgical Hospitals,"Social Scientists and Related Workers, All Other",140,51310,2016-05-01
General Medical and Surgical Hospitals,"Life, Physical, and Social Science Technicians",6660,48300,2016-05-01
General Medical and Surgical Hospitals,Biological Technicians,3430,46580,2016-05-01
General Medical and Surgical Hospitals,Chemical Technicians,60,56840,2016-05-01
General Medical and Surgical Hospitals,Social Science Research Assistants,360,47500,2016-05-01
General Medical and Surgical Hospitals,"Miscellaneous Life, Physical, and Social Science Technicians",2790,50200,2016-05-01
General Medical and Surgical Hospitals,"Environmental Science and Protection Technicians, Including Health",620,36880,2016-05-01
General Medical and Surgical Hospitals,"Life, Physical, and Social Science Technicians, All Other",2160,54000,2016-05-01
General Medical and Surgical Hospitals,Community and Social Service Occupations,91900,56580,2016-05-01
General Medical and Surgical Hospitals,"Counselors, Social Workers, and Other Community and Social Service Specialists",84560,56940,2016-05-01
General Medical and Surgical Hospitals,Counselors,13830,50530,2016-05-01
General Medical and Surgical Hospitals,Substance Abuse and Behavioral Disorder Counselors,4060,50480,2016-05-01
General Medical and Surgical Hospitals,"Educational, Guidance, School, and Vocational Counselors",240,56990,2016-05-01
General Medical and Surgical Hospitals,Marriage and Family Therapists,470,59200,2016-05-01
General Medical and Surgical Hospitals,Mental Health Counselors,6540,49430,2016-05-01
General Medical and Surgical Hospitals,Rehabilitation Counselors,1280,49190,2016-05-01
General Medical and Surgical Hospitals,"Counselors, All Other",1240,53350,2016-05-01
General Medical and Surgical Hospitals,Social Workers,48480,59980,2016-05-01
General Medical and Surgical Hospitals,"Child, Family, and School Social Workers",2250,51950,2016-05-01
General Medical and Surgical Hospitals,Healthcare Social Workers,39850,60720,2016-05-01
General Medical and Surgical Hospitals,Mental Health and Substance Abuse Social Workers,4600,54660,2016-05-01
General Medical and Surgical Hospitals,"Social Workers, All Other",1780,67510,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Community and Social Service Specialists,22250,54280,2016-05-01
General Medical and Surgical Hospitals,Health Educators,11180,63660,2016-05-01
General Medical and Surgical Hospitals,Social and Human Service Assistants,5190,38910,2016-05-01
General Medical and Surgical Hospitals,Community Health Workers,3690,46230,2016-05-01
General Medical and Surgical Hospitals,"Community and Social Service Specialists, All Other",2190,56270,2016-05-01
General Medical and Surgical Hospitals,Religious Workers,7340,52470,2016-05-01
General Medical and Surgical Hospitals,Clergy,7040,51970,2016-05-01
General Medical and Surgical Hospitals,"Directors, Religious Activities and Education",170,75740,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Religious Workers,130,49280,2016-05-01
General Medical and Surgical Hospitals,"Religious Workers, All Other",130,49280,2016-05-01
General Medical and Surgical Hospitals,Legal Occupations,1200,128630,2016-05-01
General Medical and Surgical Hospitals,"Lawyers, Judges, and Related Workers",800,163460,2016-05-01
General Medical and Surgical Hospitals,Lawyers and Judicial Law Clerks,740,168830,2016-05-01
General Medical and Surgical Hospitals,Lawyers,740,168830,2016-05-01
General Medical and Surgical Hospitals,"Judges, Magistrates, and Other Judicial Workers",50,90540,2016-05-01
General Medical and Surgical Hospitals,"Arbitrators, Mediators, and Conciliators",50,90540,2016-05-01
General Medical and Surgical Hospitals,Legal Support Workers,400,59130,2016-05-01
General Medical and Surgical Hospitals,Paralegals and Legal Assistants,340,58170,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Legal Support Workers,60,64650,2016-05-01
General Medical and Surgical Hospitals,"Legal Support Workers, All Other",30,67370,2016-05-01
General Medical and Surgical Hospitals,"Education, Training, and Library Occupations",15680,87040,2016-05-01
General Medical and Surgical Hospitals,Postsecondary Teachers,9860,110850,2016-05-01
General Medical and Surgical Hospitals,"Health Teachers, Postsecondary",9510,113220,2016-05-01
General Medical and Surgical Hospitals,"Health Specialties Teachers, Postsecondary",6620,124740,2016-05-01
General Medical and Surgical Hospitals,"Nursing Instructors and Teachers, Postsecondary",2890,86890,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Postsecondary Teachers,NA,41620,2016-05-01
General Medical and Surgical Hospitals,Graduate Teaching Assistants,NA,37760,2016-05-01
General Medical and Surgical Hospitals,"Preschool, Primary, Secondary, and Special Education School Teachers",1280,36630,2016-05-01
General Medical and Surgical Hospitals,Preschool and Kindergarten Teachers,1000,33050,2016-05-01
General Medical and Surgical Hospitals,"Preschool Teachers, Except Special Education",1000,33000,2016-05-01
General Medical and Surgical Hospitals,Elementary and Middle School Teachers,40,51780,2016-05-01
General Medical and Surgical Hospitals,"Elementary School Teachers, Except Special Education",40,51230,2016-05-01
General Medical and Surgical Hospitals,Special Education Teachers,230,49220,2016-05-01
General Medical and Surgical Hospitals,"Special Education Teachers, Kindergarten and Elementary School",190,46350,2016-05-01
General Medical and Surgical Hospitals,Other Teachers and Instructors,1430,48350,2016-05-01
General Medical and Surgical Hospitals,Self-Enrichment Education Teachers,NA,43550,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Teachers and Instructors,1060,49880,2016-05-01
General Medical and Surgical Hospitals,"Teachers and Instructors, All Other, Except Substitute Teachers",1060,49940,2016-05-01
General Medical and Surgical Hospitals,"Librarians, Curators, and Archivists",1310,54910,2016-05-01
General Medical and Surgical Hospitals,"Archivists, Curators, and Museum Technicians",70,66200,2016-05-01
General Medical and Surgical Hospitals,Archivists,60,66530,2016-05-01
General Medical and Surgical Hospitals,Librarians,1020,57750,2016-05-01
General Medical and Surgical Hospitals,Library Technicians,230,39200,2016-05-01
General Medical and Surgical Hospitals,"Other Education, Training, and Library Occupations",1800,46410,2016-05-01
General Medical and Surgical Hospitals,Audio-Visual and Multimedia Collections Specialists,100,44270,2016-05-01
General Medical and Surgical Hospitals,Instructional Coordinators,640,68560,2016-05-01
General Medical and Surgical Hospitals,Teacher Assistants,900,27640,2016-05-01
General Medical and Surgical Hospitals,"Miscellaneous Education, Training, and Library Workers",160,66340,2016-05-01
General Medical and Surgical Hospitals,"Education, Training, and Library Workers, All Other",160,66340,2016-05-01
General Medical and Surgical Hospitals,"Arts, Design, Entertainment, Sports, and Media Occupations",9960,55070,2016-05-01
General Medical and Surgical Hospitals,Art and Design Workers,740,55580,2016-05-01
General Medical and Surgical Hospitals,Artists and Related Workers,60,68410,2016-05-01
General Medical and Surgical Hospitals,Designers,680,54390,2016-05-01
General Medical and Surgical Hospitals,Floral Designers,70,37300,2016-05-01
General Medical and Surgical Hospitals,Graphic Designers,500,55410,2016-05-01
General Medical and Surgical Hospitals,Interior Designers,100,60890,2016-05-01
General Medical and Surgical Hospitals,"Entertainers and Performers, Sports and Related Workers",270,66980,2016-05-01
General Medical and Surgical Hospitals,"Actors, Producers, and Directors",190,56650,2016-05-01
General Medical and Surgical Hospitals,Producers and Directors,NA,63340,2016-05-01
General Medical and Surgical Hospitals,Media and Communication Workers,8260,55100,2016-05-01
General Medical and Surgical Hospitals,Public Relations Specialists,3250,59320,2016-05-01
General Medical and Surgical Hospitals,Writers and Editors,780,68830,2016-05-01
General Medical and Surgical Hospitals,Editors,190,63990,2016-05-01
General Medical and Surgical Hospitals,Technical Writers,400,73000,2016-05-01
General Medical and Surgical Hospitals,Writers and Authors,190,64770,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Media and Communication Workers,4230,49320,2016-05-01
General Medical and Surgical Hospitals,Interpreters and Translators,4130,49330,2016-05-01
General Medical and Surgical Hospitals,"Media and Communication Workers, All Other",100,49140,2016-05-01
General Medical and Surgical Hospitals,Media and Communication Equipment Workers,690,49550,2016-05-01
General Medical and Surgical Hospitals,Broadcast and Sound Engineering Technicians and Radio Operators,470,45900,2016-05-01
General Medical and Surgical Hospitals,Audio and Video Equipment Technicians,470,46000,2016-05-01
General Medical and Surgical Hospitals,Photographers,160,56380,2016-05-01
General Medical and Surgical Hospitals,"Television, Video, and Motion Picture Camera Operators and Editors",40,56810,2016-05-01
General Medical and Surgical Hospitals,"Camera Operators, Television, Video, and Motion Picture",30,53290,2016-05-01
General Medical and Surgical Hospitals,Healthcare Practitioners and Technical Occupations,2576510,75160,2016-05-01
General Medical and Surgical Hospitals,Health Diagnosing and Treating Practitioners,1864390,84150,2016-05-01
General Medical and Surgical Hospitals,Chiropractors,480,63120,2016-05-01
General Medical and Surgical Hospitals,Dentists,1430,128760,2016-05-01
General Medical and Surgical Hospitals,"Dentists, General",980,143550,2016-05-01
General Medical and Surgical Hospitals,Oral and Maxillofacial Surgeons,240,88130,2016-05-01
General Medical and Surgical Hospitals,Orthodontists,140,100090,2016-05-01
General Medical and Surgical Hospitals,"Dentists, All Other Specialists",70,124070,2016-05-01
General Medical and Surgical Hospitals,Dietitians and Nutritionists,15140,60660,2016-05-01
General Medical and Surgical Hospitals,Optometrists,310,96790,2016-05-01
General Medical and Surgical Hospitals,Pharmacists,60100,120900,2016-05-01
General Medical and Surgical Hospitals,Physicians and Surgeons,122800,178210,2016-05-01
General Medical and Surgical Hospitals,Anesthesiologists,2400,199640,2016-05-01
General Medical and Surgical Hospitals,Family and General Practitioners,17640,196710,2016-05-01
General Medical and Surgical Hospitals,"Internists, General",8490,164370,2016-05-01
General Medical and Surgical Hospitals,Obstetricians and Gynecologists,2240,211100,2016-05-01
General Medical and Surgical Hospitals,"Pediatricians, General",3750,170890,2016-05-01
General Medical and Surgical Hospitals,Psychiatrists,2800,190270,2016-05-01
General Medical and Surgical Hospitals,Surgeons,5830,213930,2016-05-01
General Medical and Surgical Hospitals,"Physicians and Surgeons, All Other",79640,171320,2016-05-01
General Medical and Surgical Hospitals,Physician Assistants,20640,103450,2016-05-01
General Medical and Surgical Hospitals,Podiatrists,640,125240,2016-05-01
General Medical and Surgical Hospitals,Therapists,180150,72850,2016-05-01
General Medical and Surgical Hospitals,Occupational Therapists,22300,82790,2016-05-01
General Medical and Surgical Hospitals,Physical Therapists,45510,87140,2016-05-01
General Medical and Surgical Hospitals,Radiation Therapists,9700,84250,2016-05-01
General Medical and Surgical Hospitals,Recreational Therapists,2750,51000,2016-05-01
General Medical and Surgical Hospitals,Respiratory Therapists,81510,60990,2016-05-01
General Medical and Surgical Hospitals,Speech-Language Pathologists,13130,82800,2016-05-01
General Medical and Surgical Hospitals,Exercise Physiologists,3290,50550,2016-05-01
General Medical and Surgical Hospitals,"Therapists, All Other",1960,66470,2016-05-01
General Medical and Surgical Hospitals,Veterinarians,90,104290,2016-05-01
General Medical and Surgical Hospitals,Registered Nurses,1414350,74640,2016-05-01
General Medical and Surgical Hospitals,Nurse Anesthetists,9080,173400,2016-05-01
General Medical and Surgical Hospitals,Nurse Midwives,1340,104270,2016-05-01
General Medical and Surgical Hospitals,Nurse Practitioners,32040,108520,2016-05-01
General Medical and Surgical Hospitals,Audiologists,1380,81240,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Health Diagnosing and Treating Practitioners,4410,79760,2016-05-01
General Medical and Surgical Hospitals,"Health Diagnosing and Treating Practitioners, All Other",4410,79760,2016-05-01
General Medical and Surgical Hospitals,Health Technologists and Technicians,693850,51440,2016-05-01
General Medical and Surgical Hospitals,Clinical Laboratory Technologists and Technicians,139900,54760,2016-05-01
General Medical and Surgical Hospitals,Medical and Clinical Laboratory Technologists,80620,64140,2016-05-01
General Medical and Surgical Hospitals,Medical and Clinical Laboratory Technicians,59290,42000,2016-05-01
General Medical and Surgical Hospitals,Dental Hygienists,480,68810,2016-05-01
General Medical and Surgical Hospitals,Diagnostic Related Technologists and Technicians,201980,63660,2016-05-01
General Medical and Surgical Hospitals,Cardiovascular Technologists and Technicians,37420,56820,2016-05-01
General Medical and Surgical Hospitals,Diagnostic Medical Sonographers,34280,71690,2016-05-01
General Medical and Surgical Hospitals,Nuclear Medicine Technologists,12290,75980,2016-05-01
General Medical and Surgical Hospitals,Radiologic Technologists,99690,60940,2016-05-01
General Medical and Surgical Hospitals,Magnetic Resonance Imaging Technologists,18290,69120,2016-05-01
General Medical and Surgical Hospitals,Emergency Medical Technicians and Paramedics,33220,38000,2016-05-01
General Medical and Surgical Hospitals,Health Practitioner Support Technologists and Technicians,144030,41710,2016-05-01
General Medical and Surgical Hospitals,Dietetic Technicians,10690,32780,2016-05-01
General Medical and Surgical Hospitals,Pharmacy Technicians,51310,37010,2016-05-01
General Medical and Surgical Hospitals,Psychiatric Technicians,10150,34480,2016-05-01
General Medical and Surgical Hospitals,Respiratory Therapy Technicians,6750,52210,2016-05-01
General Medical and Surgical Hospitals,Surgical Technologists,64000,46900,2016-05-01
General Medical and Surgical Hospitals,Veterinary Technologists and Technicians,110,43320,2016-05-01
General Medical and Surgical Hospitals,Ophthalmic Medical Technicians,1020,47850,2016-05-01
General Medical and Surgical Hospitals,Licensed Practical and Licensed Vocational Nurses,72280,43840,2016-05-01
General Medical and Surgical Hospitals,Medical Records and Health Information Technicians,56900,44360,2016-05-01
General Medical and Surgical Hospitals,"Opticians, Dispensing",420,43010,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Health Technologists and Technicians,44630,48370,2016-05-01
General Medical and Surgical Hospitals,Orthotists and Prosthetists,390,59290,2016-05-01
General Medical and Surgical Hospitals,Hearing Aid Specialists,150,42240,2016-05-01
General Medical and Surgical Hospitals,"Health Technologists and Technicians, All Other",44090,48290,2016-05-01
General Medical and Surgical Hospitals,Other Healthcare Practitioners and Technical Occupations,18280,57900,2016-05-01
General Medical and Surgical Hospitals,Occupational Health and Safety Specialists and Technicians,3340,66930,2016-05-01
General Medical and Surgical Hospitals,Occupational Health and Safety Specialists,2330,75000,2016-05-01
General Medical and Surgical Hospitals,Occupational Health and Safety Technicians,1010,48340,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Health Practitioners and Technical Workers,14940,55880,2016-05-01
General Medical and Surgical Hospitals,Athletic Trainers,3270,46650,2016-05-01
General Medical and Surgical Hospitals,Genetic Counselors,820,74630,2016-05-01
General Medical and Surgical Hospitals,"Healthcare Practitioners and Technical Workers, All Other",10850,57250,2016-05-01
General Medical and Surgical Hospitals,Healthcare Support Occupations,549690,32390,2016-05-01
General Medical and Surgical Hospitals,"Nursing, Psychiatric, and Home Health Aides",339370,29820,2016-05-01
General Medical and Surgical Hospitals,Home Health Aides,6630,26210,2016-05-01
General Medical and Surgical Hospitals,Psychiatric Aides,2990,32690,2016-05-01
General Medical and Surgical Hospitals,Nursing Assistants,295490,29980,2016-05-01
General Medical and Surgical Hospitals,Orderlies,34260,28830,2016-05-01
General Medical and Surgical Hospitals,Occupational Therapy and Physical Therapist Assistants and Aides,25410,46630,2016-05-01
General Medical and Surgical Hospitals,Occupational Therapy Assistants and Aides,4850,48490,2016-05-01
General Medical and Surgical Hospitals,Occupational Therapy Assistants,3790,52510,2016-05-01
General Medical and Surgical Hospitals,Occupational Therapy Aides,1060,34160,2016-05-01
General Medical and Surgical Hospitals,Physical Therapist Assistants and Aides,20560,46190,2016-05-01
General Medical and Surgical Hospitals,Physical Therapist Assistants,13890,53840,2016-05-01
General Medical and Surgical Hospitals,Physical Therapist Aides,6680,30280,2016-05-01
General Medical and Surgical Hospitals,Other Healthcare Support Occupations,184900,35140,2016-05-01
General Medical and Surgical Hospitals,Massage Therapists,720,51580,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Healthcare Support Occupations,184190,35080,2016-05-01
General Medical and Surgical Hospitals,Dental Assistants,1440,39860,2016-05-01
General Medical and Surgical Hospitals,Medical Assistants,74080,34180,2016-05-01
General Medical and Surgical Hospitals,Medical Equipment Preparers,31910,36310,2016-05-01
General Medical and Surgical Hospitals,Medical Transcriptionists,12870,40630,2016-05-01
General Medical and Surgical Hospitals,Pharmacy Aides,2440,37480,2016-05-01
General Medical and Surgical Hospitals,Veterinary Assistants and Laboratory Animal Caretakers,570,34380,2016-05-01
General Medical and Surgical Hospitals,Phlebotomists,37260,32970,2016-05-01
General Medical and Surgical Hospitals,"Healthcare Support Workers, All Other",23610,35990,2016-05-01
General Medical and Surgical Hospitals,Protective Service Occupations,36590,36080,2016-05-01
General Medical and Surgical Hospitals,Supervisors of Protective Service Workers,2330,55290,2016-05-01
General Medical and Surgical Hospitals,"Miscellaneous First-Line Supervisors, Protective Service Workers",2300,55160,2016-05-01
General Medical and Surgical Hospitals,"First-Line Supervisors of Protective Service Workers, All Other",2300,55160,2016-05-01
General Medical and Surgical Hospitals,Fire Fighting and Prevention Workers,80,46830,2016-05-01
General Medical and Surgical Hospitals,Firefighters,70,46150,2016-05-01
General Medical and Surgical Hospitals,Law Enforcement Workers,990,54800,2016-05-01
General Medical and Surgical Hospitals,Police Officers,990,54800,2016-05-01
General Medical and Surgical Hospitals,Police and Sheriff's Patrol Officers,990,54800,2016-05-01
General Medical and Surgical Hospitals,Other Protective Service Workers,33190,34150,2016-05-01
General Medical and Surgical Hospitals,Security Guards and Gaming Surveillance Officers,32670,34160,2016-05-01
General Medical and Surgical Hospitals,Security Guards,32670,34160,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Protective Service Workers,500,32630,2016-05-01
General Medical and Surgical Hospitals,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",200,23920,2016-05-01
General Medical and Surgical Hospitals,Transportation Security Screeners,NA,39970,2016-05-01
General Medical and Surgical Hospitals,"Protective Service Workers, All Other",160,37330,2016-05-01
General Medical and Surgical Hospitals,Food Preparation and Serving Related Occupations,104540,28610,2016-05-01
General Medical and Surgical Hospitals,Supervisors of Food Preparation and Serving Workers,7420,44050,2016-05-01
General Medical and Surgical Hospitals,Chefs and Head Cooks,1140,52450,2016-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Food Preparation and Serving Workers,6280,42520,2016-05-01
General Medical and Surgical Hospitals,Cooks and Food Preparation Workers,40940,29170,2016-05-01
General Medical and Surgical Hospitals,Cooks,26090,30380,2016-05-01
General Medical and Surgical Hospitals,"Cooks, Fast Food",40,28030,2016-05-01
General Medical and Surgical Hospitals,"Cooks, Institution and Cafeteria",25670,30410,2016-05-01
General Medical and Surgical Hospitals,"Cooks, Restaurant",60,28940,2016-05-01
General Medical and Surgical Hospitals,"Cooks, Short Order",290,29000,2016-05-01
General Medical and Surgical Hospitals,Food Preparation Workers,14850,27040,2016-05-01
General Medical and Surgical Hospitals,Food and Beverage Serving Workers,50310,26200,2016-05-01
General Medical and Surgical Hospitals,Fast Food and Counter Workers,15760,25630,2016-05-01
General Medical and Surgical Hospitals,"Combined Food Preparation and Serving Workers, Including Fast Food",11870,25430,2016-05-01
General Medical and Surgical Hospitals,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",3890,26240,2016-05-01
General Medical and Surgical Hospitals,Waiters and Waitresses,NA,22760,2016-05-01
General Medical and Surgical Hospitals,"Food Servers, Nonrestaurant",34310,26480,2016-05-01
General Medical and Surgical Hospitals,Other Food Preparation and Serving Related Workers,5880,25940,2016-05-01
General Medical and Surgical Hospitals,Dining Room and Cafeteria Attendants and Bartender Helpers,1550,24650,2016-05-01
General Medical and Surgical Hospitals,Dishwashers,1940,26470,2016-05-01
General Medical and Surgical Hospitals,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1260,24360,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Food Preparation and Serving Related Workers,1130,28570,2016-05-01
General Medical and Surgical Hospitals,"Food Preparation and Serving Related Workers, All Other",1130,28570,2016-05-01
General Medical and Surgical Hospitals,Building and Grounds Cleaning and Maintenance Occupations,145720,28080,2016-05-01
General Medical and Surgical Hospitals,Supervisors of Building and Grounds Cleaning and Maintenance Workers,6080,46120,2016-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,6080,46120,2016-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Housekeeping and Janitorial Workers,5920,45970,2016-05-01
General Medical and Surgical Hospitals,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",160,51430,2016-05-01
General Medical and Surgical Hospitals,Building Cleaning and Pest Control Workers,137630,27210,2016-05-01
General Medical and Surgical Hospitals,Building Cleaning Workers,137580,27200,2016-05-01
General Medical and Surgical Hospitals,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",49510,27920,2016-05-01
General Medical and Surgical Hospitals,Maids and Housekeeping Cleaners,87870,26790,2016-05-01
General Medical and Surgical Hospitals,"Building Cleaning Workers, All Other",200,29290,2016-05-01
General Medical and Surgical Hospitals,Pest Control Workers,60,37800,2016-05-01
General Medical and Surgical Hospitals,Grounds Maintenance Workers,2010,33120,2016-05-01
General Medical and Surgical Hospitals,Landscaping and Groundskeeping Workers,1880,33000,2016-05-01
General Medical and Surgical Hospitals,"Grounds Maintenance Workers, All Other",120,35580,2016-05-01
General Medical and Surgical Hospitals,Personal Care and Service Occupations,18210,31050,2016-05-01
General Medical and Surgical Hospitals,Supervisors of Personal Care and Service Workers,640,51590,2016-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Personal Service Workers,640,51590,2016-05-01
General Medical and Surgical Hospitals,Animal Care and Service Workers,40,34560,2016-05-01
General Medical and Surgical Hospitals,Nonfarm Animal Caretakers,40,34560,2016-05-01
General Medical and Surgical Hospitals,Entertainment Attendants and Related Workers,280,23010,2016-05-01
General Medical and Surgical Hospitals,"Ushers, Lobby Attendants, and Ticket Takers",NA,25390,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Entertainment Attendants and Related Workers,240,22620,2016-05-01
General Medical and Surgical Hospitals,Amusement and Recreation Attendants,180,22170,2016-05-01
General Medical and Surgical Hospitals,"Locker Room, Coatroom, and Dressing Room Attendants",50,21370,2016-05-01
General Medical and Surgical Hospitals,Personal Appearance Workers,190,38480,2016-05-01
General Medical and Surgical Hospitals,"Barbers, Hairdressers, Hairstylists and Cosmetologists",80,36130,2016-05-01
General Medical and Surgical Hospitals,"Hairdressers, Hairstylists, and Cosmetologists",80,35320,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Personal Appearance Workers,110,40230,2016-05-01
General Medical and Surgical Hospitals,Skincare Specialists,90,41570,2016-05-01
General Medical and Surgical Hospitals,"Baggage Porters, Bellhops, and Concierges",680,35420,2016-05-01
General Medical and Surgical Hospitals,Concierges,670,35640,2016-05-01
General Medical and Surgical Hospitals,Other Personal Care and Service Workers,16360,30110,2016-05-01
General Medical and Surgical Hospitals,Childcare Workers,3080,26800,2016-05-01
General Medical and Surgical Hospitals,Personal Care Aides,5520,27750,2016-05-01
General Medical and Surgical Hospitals,Recreation and Fitness Workers,5840,34990,2016-05-01
General Medical and Surgical Hospitals,Fitness Trainers and Aerobics Instructors,3470,38150,2016-05-01
General Medical and Surgical Hospitals,Recreation Workers,2370,30370,2016-05-01
General Medical and Surgical Hospitals,Residential Advisors,240,31410,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Personal Care and Service Workers,1670,26790,2016-05-01
General Medical and Surgical Hospitals,"Personal Care and Service Workers, All Other",1670,26790,2016-05-01
General Medical and Surgical Hospitals,Sales and Related Occupations,10100,33780,2016-05-01
General Medical and Surgical Hospitals,Supervisors of Sales Workers,1010,50260,2016-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Sales Workers,1010,50260,2016-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Retail Sales Workers,970,49140,2016-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Non-Retail Sales Workers,40,77270,2016-05-01
General Medical and Surgical Hospitals,Retail Sales Workers,7900,27930,2016-05-01
General Medical and Surgical Hospitals,Cashiers,6600,27750,2016-05-01
General Medical and Surgical Hospitals,Retail Salespersons,1280,28810,2016-05-01
General Medical and Surgical Hospitals,"Sales Representatives, Services",960,59250,2016-05-01
General Medical and Surgical Hospitals,"Miscellaneous Sales Representatives, Services",930,59190,2016-05-01
General Medical and Surgical Hospitals,"Sales Representatives, Services, All Other",930,59190,2016-05-01
General Medical and Surgical Hospitals,"Sales Representatives, Wholesale and Manufacturing",100,64160,2016-05-01
General Medical and Surgical Hospitals,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",40,88730,2016-05-01
General Medical and Surgical Hospitals,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",60,46720,2016-05-01
General Medical and Surgical Hospitals,Other Sales and Related Workers,120,49110,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Sales and Related Workers,110,46520,2016-05-01
General Medical and Surgical Hospitals,"Sales and Related Workers, All Other",110,46520,2016-05-01
General Medical and Surgical Hospitals,Office and Administrative Support Occupations,576660,37910,2016-05-01
General Medical and Surgical Hospitals,Supervisors of Office and Administrative Support Workers,37100,61890,2016-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Office and Administrative Support Workers,37100,61890,2016-05-01
General Medical and Surgical Hospitals,Communications Equipment Operators,14650,31090,2016-05-01
General Medical and Surgical Hospitals,"Switchboard Operators, Including Answering Service",13010,30690,2016-05-01
General Medical and Surgical Hospitals,Telephone Operators,1490,33800,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Communications Equipment Operators,160,38280,2016-05-01
General Medical and Surgical Hospitals,"Communications Equipment Operators, All Other",160,38280,2016-05-01
General Medical and Surgical Hospitals,Financial Clerks,63760,38530,2016-05-01
General Medical and Surgical Hospitals,Bill and Account Collectors,8330,37150,2016-05-01
General Medical and Surgical Hospitals,Billing and Posting Clerks,32620,37550,2016-05-01
General Medical and Surgical Hospitals,"Bookkeeping, Accounting, and Auditing Clerks",16520,40220,2016-05-01
General Medical and Surgical Hospitals,Payroll and Timekeeping Clerks,2700,43750,2016-05-01
General Medical and Surgical Hospitals,Procurement Clerks,2870,39070,2016-05-01
General Medical and Surgical Hospitals,Tellers,60,32200,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Financial Clerks,650,38860,2016-05-01
General Medical and Surgical Hospitals,"Financial Clerks, All Other",650,38860,2016-05-01
General Medical and Surgical Hospitals,Information and Record Clerks,161850,34140,2016-05-01
General Medical and Surgical Hospitals,Correspondence Clerks,360,36690,2016-05-01
General Medical and Surgical Hospitals,"Credit Authorizers, Checkers, and Clerks",760,42450,2016-05-01
General Medical and Surgical Hospitals,Customer Service Representatives,44870,35660,2016-05-01
General Medical and Surgical Hospitals,"Eligibility Interviewers, Government Programs",650,42730,2016-05-01
General Medical and Surgical Hospitals,File Clerks,7000,31590,2016-05-01
General Medical and Surgical Hospitals,"Interviewers, Except Eligibility and Loan",60420,34030,2016-05-01
General Medical and Surgical Hospitals,"Library Assistants, Clerical",190,34480,2016-05-01
General Medical and Surgical Hospitals,New Accounts Clerks,90,32710,2016-05-01
General Medical and Surgical Hospitals,Order Clerks,140,34590,2016-05-01
General Medical and Surgical Hospitals,"Human Resources Assistants, Except Payroll and Timekeeping",4340,40310,2016-05-01
General Medical and Surgical Hospitals,Receptionists and Information Clerks,34920,31490,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Information and Record Clerks,8070,35300,2016-05-01
General Medical and Surgical Hospitals,"Information and Record Clerks, All Other",8070,35300,2016-05-01
General Medical and Surgical Hospitals,"Material Recording, Scheduling, Dispatching, and Distributing Workers",40140,34400,2016-05-01
General Medical and Surgical Hospitals,Couriers and Messengers,4670,28700,2016-05-01
General Medical and Surgical Hospitals,Dispatchers,3080,36830,2016-05-01
General Medical and Surgical Hospitals,"Police, Fire, and Ambulance Dispatchers",1690,36790,2016-05-01
General Medical and Surgical Hospitals,"Dispatchers, Except Police, Fire, and Ambulance",1390,36860,2016-05-01
General Medical and Surgical Hospitals,"Production, Planning, and Expediting Clerks",6820,41230,2016-05-01
General Medical and Surgical Hospitals,"Shipping, Receiving, and Traffic Clerks",3100,35530,2016-05-01
General Medical and Surgical Hospitals,Stock Clerks and Order Fillers,22130,33040,2016-05-01
General Medical and Surgical Hospitals,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",NA,33490,2016-05-01
