NAICS_TITLE,OCC_TITLE,TOT_EMP,A_MEAN,year
General Medical and Surgical Hospitals,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",220,26270,2018-05-01
General Medical and Surgical Hospitals,Transportation Security Screeners,NA,41650,2018-05-01
General Medical and Surgical Hospitals,"Protective Service Workers, All Other",160,37350,2018-05-01
General Medical and Surgical Hospitals,Food Preparation and Serving Related Occupations,102030,30600,2018-05-01
General Medical and Surgical Hospitals,Supervisors of Food Preparation and Serving Workers,7420,46140,2018-05-01
General Medical and Surgical Hospitals,Chefs and Head Cooks,1160,54720,2018-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Food Preparation and Serving Workers,6270,44560,2018-05-01
General Medical and Surgical Hospitals,Cooks and Food Preparation Workers,37110,31710,2018-05-01
General Medical and Surgical Hospitals,Cooks,25290,32340,2018-05-01
General Medical and Surgical Hospitals,"Cooks, Fast Food",40,26840,2018-05-01
General Medical and Surgical Hospitals,"Cooks, Institution and Cafeteria",24940,32350,2018-05-01
General Medical and Surgical Hospitals,"Cooks, Restaurant",60,31640,2018-05-01
General Medical and Surgical Hospitals,"Cooks, Short Order",230,32700,2018-05-01
General Medical and Surgical Hospitals,Food Preparation Workers,11820,30360,2018-05-01
General Medical and Surgical Hospitals,Food and Beverage Serving Workers,51820,27900,2018-05-01
General Medical and Surgical Hospitals,Fast Food and Counter Workers,16780,27110,2018-05-01
General Medical and Surgical Hospitals,"Combined Food Preparation and Serving Workers, Including Fast Food",13550,26870,2018-05-01
General Medical and Surgical Hospitals,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",3220,28110,2018-05-01
General Medical and Surgical Hospitals,Waiters and Waitresses,200,28920,2018-05-01
General Medical and Surgical Hospitals,"Food Servers, Nonrestaurant",34840,28270,2018-05-01
General Medical and Surgical Hospitals,Other Food Preparation and Serving Related Workers,5670,27700,2018-05-01
General Medical and Surgical Hospitals,Dining Room and Cafeteria Attendants and Bartender Helpers,1400,27030,2018-05-01
General Medical and Surgical Hospitals,Dishwashers,1920,28180,2018-05-01
General Medical and Surgical Hospitals,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1500,26910,2018-05-01
General Medical and Surgical Hospitals,Miscellaneous Food Preparation and Serving Related Workers,850,29140,2018-05-01
General Medical and Surgical Hospitals,"Food Preparation and Serving Related Workers, All Other",850,29140,2018-05-01
General Medical and Surgical Hospitals,Building and Grounds Cleaning and Maintenance Occupations,147140,30090,2018-05-01
General Medical and Surgical Hospitals,Supervisors of Building and Grounds Cleaning and Maintenance Workers,5760,47530,2018-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,5760,47530,2018-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Housekeeping and Janitorial Workers,5600,47310,2018-05-01
General Medical and Surgical Hospitals,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",160,55430,2018-05-01
General Medical and Surgical Hospitals,Building Cleaning and Pest Control Workers,139470,29300,2018-05-01
General Medical and Surgical Hospitals,Building Cleaning Workers,139420,29300,2018-05-01
General Medical and Surgical Hospitals,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",54910,29490,2018-05-01
General Medical and Surgical Hospitals,Maids and Housekeeping Cleaners,84310,29170,2018-05-01
General Medical and Surgical Hospitals,"Building Cleaning Workers, All Other",210,31260,2018-05-01
General Medical and Surgical Hospitals,Pest Control Workers,NA,38650,2018-05-01
General Medical and Surgical Hospitals,Grounds Maintenance Workers,1910,35020,2018-05-01
General Medical and Surgical Hospitals,Landscaping and Groundskeeping Workers,1870,34910,2018-05-01
General Medical and Surgical Hospitals,Personal Care and Service Occupations,20930,33430,2018-05-01
General Medical and Surgical Hospitals,Supervisors of Personal Care and Service Workers,660,53550,2018-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Personal Service Workers,660,53550,2018-05-01
General Medical and Surgical Hospitals,Animal Care and Service Workers,80,33840,2018-05-01
General Medical and Surgical Hospitals,Nonfarm Animal Caretakers,80,33840,2018-05-01
General Medical and Surgical Hospitals,Entertainment Attendants and Related Workers,240,23840,2018-05-01
General Medical and Surgical Hospitals,Miscellaneous Entertainment Attendants and Related Workers,220,22980,2018-05-01
General Medical and Surgical Hospitals,Amusement and Recreation Attendants,170,23270,2018-05-01
General Medical and Surgical Hospitals,"Locker Room, Coatroom, and Dressing Room Attendants",50,22060,2018-05-01
General Medical and Surgical Hospitals,Personal Appearance Workers,220,41570,2018-05-01
General Medical and Surgical Hospitals,"Barbers, Hairdressers, Hairstylists and Cosmetologists",80,36730,2018-05-01
General Medical and Surgical Hospitals,"Hairdressers, Hairstylists, and Cosmetologists",80,36620,2018-05-01
General Medical and Surgical Hospitals,Miscellaneous Personal Appearance Workers,140,44240,2018-05-01
General Medical and Surgical Hospitals,Manicurists and Pedicurists,30,29550,2018-05-01
General Medical and Surgical Hospitals,Skincare Specialists,110,48330,2018-05-01
General Medical and Surgical Hospitals,"Baggage Porters, Bellhops, and Concierges",950,35200,2018-05-01
General Medical and Surgical Hospitals,Baggage Porters and Bellhops,50,24220,2018-05-01
General Medical and Surgical Hospitals,Concierges,910,35780,2018-05-01
General Medical and Surgical Hospitals,Other Personal Care and Service Workers,18730,32660,2018-05-01
General Medical and Surgical Hospitals,Childcare Workers,3280,28460,2018-05-01
General Medical and Surgical Hospitals,Personal Care Aides,7770,30260,2018-05-01
General Medical and Surgical Hospitals,Recreation and Fitness Workers,6560,37770,2018-05-01
General Medical and Surgical Hospitals,Fitness Trainers and Aerobics Instructors,4160,41520,2018-05-01
General Medical and Surgical Hospitals,Recreation Workers,2400,31270,2018-05-01
General Medical and Surgical Hospitals,Residential Advisors,270,31190,2018-05-01
General Medical and Surgical Hospitals,Miscellaneous Personal Care and Service Workers,850,31830,2018-05-01
General Medical and Surgical Hospitals,"Personal Care and Service Workers, All Other",850,31830,2018-05-01
General Medical and Surgical Hospitals,Sales and Related Occupations,9640,35670,2018-05-01
General Medical and Surgical Hospitals,Supervisors of Sales Workers,950,52820,2018-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Sales Workers,950,52820,2018-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Retail Sales Workers,910,51650,2018-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Non-Retail Sales Workers,40,78090,2018-05-01
General Medical and Surgical Hospitals,Retail Sales Workers,7360,29460,2018-05-01
General Medical and Surgical Hospitals,Cashiers,5940,29580,2018-05-01
General Medical and Surgical Hospitals,Retail Salespersons,1410,28920,2018-05-01
General Medical and Surgical Hospitals,"Sales Representatives, Services",1050,57480,2018-05-01
General Medical and Surgical Hospitals,Insurance Sales Agents,310,50230,2018-05-01
General Medical and Surgical Hospitals,"Miscellaneous Sales Representatives, Services",730,60520,2018-05-01
General Medical and Surgical Hospitals,"Sales Representatives, Services, All Other",730,60520,2018-05-01
General Medical and Surgical Hospitals,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",40,80330,2018-05-01
General Medical and Surgical Hospitals,Other Sales and Related Workers,130,55850,2018-05-01
General Medical and Surgical Hospitals,Miscellaneous Sales and Related Workers,100,46710,2018-05-01
General Medical and Surgical Hospitals,"Sales and Related Workers, All Other",100,46710,2018-05-01
General Medical and Surgical Hospitals,Office and Administrative Support Occupations,569640,39640,2018-05-01
General Medical and Surgical Hospitals,Supervisors of Office and Administrative Support Workers,37300,64320,2018-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Office and Administrative Support Workers,37300,64320,2018-05-01
General Medical and Surgical Hospitals,Communications Equipment Operators,13950,32330,2018-05-01
General Medical and Surgical Hospitals,"Switchboard Operators, Including Answering Service",12730,31860,2018-05-01
General Medical and Surgical Hospitals,Telephone Operators,1100,37170,2018-05-01
General Medical and Surgical Hospitals,Miscellaneous Communications Equipment Operators,130,37650,2018-05-01
General Medical and Surgical Hospitals,"Communications Equipment Operators, All Other",130,37650,2018-05-01
General Medical and Surgical Hospitals,Financial Clerks,59300,40440,2018-05-01
General Medical and Surgical Hospitals,Bill and Account Collectors,6610,38840,2018-05-01
General Medical and Surgical Hospitals,Billing and Posting Clerks,31640,39540,2018-05-01
General Medical and Surgical Hospitals,"Bookkeeping, Accounting, and Auditing Clerks",15420,42270,2018-05-01
General Medical and Surgical Hospitals,Payroll and Timekeeping Clerks,2540,46650,2018-05-01
General Medical and Surgical Hospitals,Procurement Clerks,2530,38700,2018-05-01
General Medical and Surgical Hospitals,Tellers,50,33040,2018-05-01
General Medical and Surgical Hospitals,Miscellaneous Financial Clerks,510,40350,2018-05-01
General Medical and Surgical Hospitals,"Financial Clerks, All Other",510,40350,2018-05-01
General Medical and Surgical Hospitals,Information and Record Clerks,164710,35650,2018-05-01
General Medical and Surgical Hospitals,Brokerage Clerks,40,41960,2018-05-01
General Medical and Surgical Hospitals,Correspondence Clerks,370,38740,2018-05-01
General Medical and Surgical Hospitals,"Credit Authorizers, Checkers, and Clerks",450,40660,2018-05-01
General Medical and Surgical Hospitals,Customer Service Representatives,52000,36390,2018-05-01
General Medical and Surgical Hospitals,"Eligibility Interviewers, Government Programs",710,45140,2018-05-01
General Medical and Surgical Hospitals,File Clerks,5620,33250,2018-05-01
General Medical and Surgical Hospitals,"Hotel, Motel, and Resort Desk Clerks",40,32610,2018-05-01
General Medical and Surgical Hospitals,"Interviewers, Except Eligibility and Loan",59960,35960,2018-05-01
General Medical and Surgical Hospitals,"Library Assistants, Clerical",150,33950,2018-05-01
General Medical and Surgical Hospitals,Order Clerks,230,33360,2018-05-01
General Medical and Surgical Hospitals,"Human Resources Assistants, Except Payroll and Timekeeping",4130,42490,2018-05-01
General Medical and Surgical Hospitals,Receptionists and Information Clerks,36100,32810,2018-05-01
General Medical and Surgical Hospitals,Miscellaneous Information and Record Clerks,4900,39980,2018-05-01
General Medical and Surgical Hospitals,"Information and Record Clerks, All Other",4900,39980,2018-05-01
General Medical and Surgical Hospitals,"Material Recording, Scheduling, Dispatching, and Distributing Workers",39940,35690,2018-05-01
General Medical and Surgical Hospitals,Couriers and Messengers,4920,30290,2018-05-01
General Medical and Surgical Hospitals,Dispatchers,3120,37800,2018-05-01
General Medical and Surgical Hospitals,"Police, Fire, and Ambulance Dispatchers",1600,38720,2018-05-01
General Medical and Surgical Hospitals,"Dispatchers, Except Police, Fire, and Ambulance",1530,36840,2018-05-01
General Medical and Surgical Hospitals,"Production, Planning, and Expediting Clerks",7160,42540,2018-05-01
General Medical and Surgical Hospitals,"Shipping, Receiving, and Traffic Clerks",2900,35460,2018-05-01
General Medical and Surgical Hospitals,Stock Clerks and Order Fillers,21710,34390,2018-05-01
General Medical and Surgical Hospitals,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",130,36030,2018-05-01
General Medical and Surgical Hospitals,Secretaries and Administrative Assistants,191630,40190,2018-05-01
General Medical and Surgical Hospitals,Executive Secretaries and Executive Administrative Assistants,18190,57510,2018-05-01
General Medical and Surgical Hospitals,Legal Secretaries,100,52840,2018-05-01
General Medical and Surgical Hospitals,Medical Secretaries,127610,37560,2018-05-01
General Medical and Surgical Hospitals,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",45730,40600,2018-05-01
General Medical and Surgical Hospitals,Other Office and Administrative Support Workers,62810,37140,2018-05-01
